model,idx,mu_alpha,mu_beta,mu_lambda,tau_alpha,tau_beta,tau_lambda
2,86,-12.9063099042443,-0.441147546447905,-3.52830187802058,5.10150550480565,0.268062872577181,1.59911007721625
2,87,-6.3558067659011,-1.25532028273466,-2.97996737287816,28.402519178241,1.52586793280621,0.104149152713849
2,88,-9.74968987278071,-1.77212877944914,-4.63667476218921,10.442280165957,0.837875612437414,0.0223268500409861
2,89,16.2683581818754,-1.10154529930991,-3.98774236346327,55.3189961428897,0.712723990849676,0.517092393591076
2,90,-34.3741451269413,-0.339822443510607,-4.01332609821601,2.22965985199295,0.878088885813907,0.282855071525725
2,91,24.663343540882,-0.541262376574483,-3.54792591014195,10.5005100298459,1.09479313851556,1.29412007662553
2,92,-28.0917340944351,-0.646251537793812,-3.71336525515055,29.9988329308027,0.716024161045205,0.863910014148396
2,93,-3.42680884152425,-1.23915969842222,-5.15999513636025,23.1137988041613,1.08775298271818,1.22473626860149
2,94,-65.5491851714533,-0.732873965065675,-5.32537517779764,28.2650259804579,0.20525660043611,0.384858758944093
2,95,8.32948828745774,-1.28410122283787,-2.3288770877991,9.24176619483382,0.426416980357687,0.584965045159885
2,96,11.6599406602147,0.360830577756645,-3.38021740477824,5.88834490700035,0.562171408740001,1.13149601556478
2,97,35.7272261972424,-1.55885941573955,-4.14955976060744,30.0536406064548,0.277310032496646,1.28309847734404
2,98,-14.580016036115,-0.860366644899675,-4.21180745196046,26.6381816695695,0.569809166126189,0.0200436099303758
2,99,3.95013632900204,-0.254955518641877,-3.37837191772529,21.1883050741762,1.01249352955406,0.0195094915034145
2,100,0.236008218218796,-0.626721273923862,-2.09846769966088,8.88683249185891,0.996497204694832,0.34863398862521
