model,idx,mu_alpha,mu_beta,mu_lambda,tau_alpha,tau_beta,tau_lambda
3,79,-2.90111168493181,-1.33410778074057,-3.18462647044259,14.9572823452876,0.423011219826298,1.16611063731238
3,80,-5.81178245259494,-1.08731159801796,-3.81828378208894,9.84167415588277,0.657495769933358,0.964566423052887
3,81,-8.96020561777912,-0.260562444040164,-3.90382030552673,46.2800586782002,0.24681111916685,0.289360589880547
3,82,-7.46924641527008,-1.96949170533145,-4.24662163126189,64.8022997694381,0.662651390331699,0.603586825948079
3,83,-22.9637009886757,-0.697383563633666,-4.66647726231736,19.6218157272184,0.511602196890118,1.69141549055221
3,84,6.01024110154099,-1.1261009605757,-4.19528080660811,8.34707923411297,0.339512105159865,0.889248681229798
3,85,17.9717072319518,-0.575893743853268,-3.6865053049416,29.5735669072308,0.926060382808654,0.988606638368461
3,86,7.55925870261276,-0.115518294000496,-4.8313233954175,14.4607952089148,0.274553472444474,0.0281285435490967
3,87,-7.00352996232246,-0.512319799501669,-4.08548101705084,22.4507568171638,0.440093738392563,0.594770341724373
3,88,29.7333532614898,-1.36272199656482,-3.18992105815288,4.57728040319264,0.0884700369775138,1.08038409110582
3,89,42.6737134126758,-0.210172679765073,-2.79229085559442,16.1180438390014,1.10931710374586,2.0786222742432
3,90,-27.1573639182422,-2.3104550647997,-4.43248283969223,30.6775111356235,0.815039284264309,1.64476894818673
3,91,-37.6097989569087,-0.267404326653329,-6.42040063559118,8.55976094968769,0.302864546693426,1.38036245251445
3,92,-12.1364822444343,-0.0952226083612107,-3.28868079731747,16.0015074844312,0.886479159718016,0.413393817508057
3,93,-23.4361739851878,-2.33505462203268,-2.82143205323737,16.3790775476042,0.330414974707407,0.578387751866127
3,94,-3.09112467529706,-0.764818390303358,-4.22007527879069,20.5511331805561,0.372444243673498,0.380088989899264
3,95,50.0418667944438,-1.4362345372378,-4.07305166564798,22.6721051242538,0.00187184138948231,0.245371565663385
3,96,36.484745877986,-1.24000149121517,-3.93023684674239,1.99205206898028,0.711712883461086,1.38695943958725
3,97,-13.1726213239514,-1.10979059175687,-2.47907474484816,36.0563931802008,0.0331109543885744,0.483076194980387
3,98,56.2141569164216,-1.58018152181198,-3.77685164246027,19.6732344635126,0.901642946739024,0.658648739565392
3,99,-0.434571810631092,-0.914619155601369,-5.19320260315883,23.7887678183076,0.537629150770294,0.324656966264221
3,100,32.9618113121495,-1.50267206644211,-3.11933527567177,0.326502400909855,0.0785525027859988,0.0813292305653737
